,Blood,TumorCore,TumorEdge
MAR02016,5.857980995127572,5.491853096329675,6.392317422778761
MAR02017,5.857980995127572,5.491853096329675,6.392317422778761
MAR02018,5.857980995127572,5.491853096329675,6.392317422778761
MAR02019,5.857980995127572,5.491853096329675,6.392317422778761
MAR02020,1.584962500721156,3.0,2.807354922057604
MAR02022,0.1,0.1,0.1
MAR02024,0.1,0.1,0.1
MAR02025,1.584962500721156,3.0,2.807354922057604
MAR01440,6.066089190457772,6.20945336562895,7.266786540694901
MAR01445,6.807354922057604,6.022367813028454,6.442943495848728
MAR01448,9.432541900388259,9.445014845868423,9.859534786382653
MAR01454,9.20945336562895,10.231221180711186,11.133142212400601
MAR01465,9.627533884472792,9.090112419664289,9.807354922057604
MAR01467,9.627533884472792,9.090112419664289,9.807354922057604
MAR01470,6.442943495848728,7.622051819456376,8.422064766172813
MAR01473,6.285402218862249,4.700439718141093,5.906890595608519
MAR01477,4.700439718141093,5.643856189774724,5.882643049361842
MAR01478,4.700439718141093,5.643856189774724,5.882643049361842
MAR01479,4.700439718141093,5.643856189774724,5.882643049361842
MAR01484,10.332036548361652,9.80896417491926,10.67065624911844
